,budget,actor1_hashtags,actor2_hashtags,actor3_hashtags,director_hashtags,genre_point,director_point,actor_point,revenue
103,160000000,83811,12048,5664,2178,2.661080465750875,2.559454965134707,7.968081939736808,0
104,170000000,1946081,36647,237160,1330,3.0206521384077205,2.0563683433962265,10.221598421539255,4
105,160000000,47776,147372,108682,12915,3.410457096887857,4.668778075862068,12.716833606594625,1
106,160000000,16852,121913,15130,7988,3.0206521384077205,2.9988324060913705,7.100124335985239,4
107,155000000,743614,13639,698350,2231,3.116649083394444,3.3389998123076925,10.023867615757789,4
108,155000000,19757,22058,81417,670,3.0206521384077205,2.3986423018372705,9.883115282649776,4
109,140000000,635710,29885,63767,75217,2.614789438780873,4.136542296453902,7.380418846827178,4
110,150000000,136070,34938,499679,75217,3.8696638324391914,4.136542296453902,12.669768845138321,1
111,155000000,79475,1137809,44364,28205,3.2016229754718117,2.2261776955234285,6.609508290722573,0
112,150000000,810684,524429,1991420,9758,2.8991919971548663,3.842956889655172,17.034573199659448,1
113,150000000,810684,524429,1991420,2068,3.410457096887857,3.969790455958549,17.034573199659448,1
114,150000000,941748,181293,32551,8887,3.8696638324391914,2.1469587654109588,8.71268003239463,1
115,150000000,941748,5857,1025,18869,3.0003253542401422,4.896280567164179,9.358014263959644,4
116,150000000,1946081,56925,1053,1415364,3.0206521384077205,3.3474606228686064,8.112618325425109,4
117,150000000,11701,5162,266,137,3.0206521384077205,4.15815212,10.815715834799251,1
118,150000000,246520,54633,148995,180973,2.8033580723518914,4.206450979104478,9.191734332796019,4
119,150000000,71495,85295,178628,191,4.050290492596792,4.033311707434053,11.504522487437404,4
120,150000000,71495,151769,64195,17198,3.410457096887857,3.1567829581673306,8.870469167122456,4
121,150000000,486044,19713,11512,939,3.0003253542401422,1.8355548915662647,6.677549229951102,4
122,150000000,327039,29987,9153,1030,3.0003253542401422,2.881763515229404,9.278260041647952,4
123,150000000,52912,140052,77756,1858,3.410457096887857,8.494793393333332,21.525342294280886,1
124,150000000,327039,9151,29988,1030,3.0003253542401422,2.881763515229404,9.278260041647952,1
125,170000000,895723,352762,1359087,2231,3.0206521384077205,3.3389998123076925,10.849952596446226,1
126,150000000,868205,181293,96253,65977,2.661080465750875,2.359295016739473,6.516576939233669,4
127,150000000,326640,171007,1591,36210,2.8991919971548663,3.218557658836689,9.708797630895509,4
128,150000000,895723,352762,1359087,26114,3.8696638324391914,3.420951075409836,10.849952596446226,4
129,150000000,182564,0,594,2240,3.001404919424004,3.0542394825396824,6.961953248969773,4
130,150000000,31535,9676,25613,12,3.001404919424004,1.95211894,5.839865349166223,4
131,150000000,16431,148988,51937,540,3.116649083394444,2.8425123362318843,11.389920555773909,4
132,150000000,1946081,100423,204648,1415364,3.0206521384077205,3.3474606228686064,8.032867854638644,0
133,150000000,512084,43614,81417,7189,2.661080465750875,4.209593295194509,11.604993403845306,1
134,150000000,70644,3000,4125,139,3.001404919424004,1.91729718,6.406912119153438,4
135,150000000,145483,1137809,44409,645,3.410457096887857,4.023264766101695,9.18048469405928,1
136,150000000,196,24000,25956,30774,3.0206521384077205,3.6766940479760115,6.37005846,4
137,150000000,512084,33984,14806,124722,2.661080465750875,2.7981327611111118,8.58487490434534,4
138,150000000,498319,151547,63817,5593,2.661080465750875,3.4045147265400115,6.005234235202037,0
139,150000000,20174,8771,19840,649,3.410457096887857,1.2711170733333332,4.5081299725535215,2
140,149000000,486044,354646,74962,157,3.410457096887857,1.0042021517509727,10.347316946654974,2
141,150000000,12461,17243,486083,11816,3.0206521384077205,1.5916260536912752,4.8695453422335415,0
142,145000000,8807,2170,38367,493,3.410457096887857,1.9395975930018416,5.3886281603197554,0
143,175000000,705981,239740,17343,2178,2.614789438780873,2.559454965134707,8.509097328569796,4
144,145000000,71495,15549,178628,641,3.410457096887857,3.743904899705015,11.49421100367419,1
145,140000000,76296,124085,38579,599,2.661080465750875,2.199755721963454,8.585654539186237,4
146,144000000,76550,78288,103950,12904,3.001404919424004,3.0806615580865597,9.153229651634113,0
147,140000000,196439,17073,635713,75217,3.116649083394444,4.136542296453902,7.773699974075136,4
148,140000000,29927,941823,2654,2035,3.0003253542401422,3.0230110127542233,9.940113089029364,4
149,70000000,6761,1137809,93181,28450,4.050290492596792,3.626890911111111,7.320470878302737,0
150,145000000,145483,152591,44409,645,3.410457096887857,4.023264766101695,9.221555767101847,4
151,145000000,512084,396183,81417,12668,3.116649083394444,3.1357527142857142,11.038571881470864,1
152,145000000,207898,56397,128025,238,3.410457096887857,2.116839103448276,6.2500131036501125,4
153,100000000,312124,1542,56407,234,3.001404919424004,1.8947083999999998,7.808913138520043,0
154,140000000,512084,9643,800,2434,2.399797146164045,2.6162624032258064,10.417375700966613,4
155,140000000,246520,29410,10469,148937,3.8696638324391914,2.4725255790697678,6.369334195494457,0
156,150000000,207898,86499,105964,124722,3.116649083394444,2.7981327611111118,7.643875802534318,4
157,139000000,112014,52117,71094,57723,3.8696638324391914,3.630455370531317,10.36745017278653,1
158,145000000,17556,115087,78289,969,3.410457096887857,4.200848606896551,10.25147905790918,4
159,140000000,19279,76779,115089,3534,3.0206521384077205,2.200461528409091,6.064103732978612,0
160,135000000,5663,77858,151549,1705,3.8696638324391914,2.3006112054329373,4.836044871520166,2
161,130000000,498,11539,14383,217665,3.0003253542401422,2.8792992872093017,6.302456012163036,0
162,140000000,99464,35869,48239,11092,2.661080465750875,2.2705959675063894,11.259103409858653,4
163,137000000,17343,45246,11139,13766,3.0003253542401422,3.854700968099861,6.38562613954613,0
164,130000000,447506,9669,12043,2682,2.661080465750875,3.899748524475525,9.105306640449573,4
165,130000000,125518,9676,6115,415,2.8991919971548663,1.3381772333333333,5.7216592335940835,0
166,137000000,25426,42286,56407,1334,2.661080465750875,0.6214002189781022,5.370847078394351,2
167,140000000,1625817,21004,29927,3277,3.0003253542401422,2.544907006006006,9.69518362247471,4
168,135000000,76296,20237,115243,670,2.661080465750875,2.3986423018372705,10.457641133449117,4
169,150000000,76667,65682,9606,6006,3.116649083394444,3.2747333095637585,5.036637493255875,0
170,120000000,1191298,650292,276229,13716,3.2016229754718117,4.381334719298246,21.850758554447847,1
172,150000000,92069,62536,30717,1081,3.116649083394444,1.5493120334821429,4.7739611837282405,0
173,140000000,794,17389,10018,237346,3.0206521384077205,5.485693051874063,5.198715725376852,0
174,135000000,1559943,868261,164031,7090,2.661080465750875,4.264160425,11.317966664918785,4
175,135000000,464340,14797,8008,234,3.410457096887857,2.0931161629629633,7.019169197842697,4
176,135000000,1946081,22681,1772,5386,3.116649083394444,2.8699307651309844,8.120386852950519,0
177,132000000,908,12915,174,191,3.001404919424004,4.033311707434053,8.489820318181819,4
178,70000000,183767,21304,2531,4038,2.661080465750875,3.2482258712643683,13.223955098118672,4
179,130000000,145483,44407,1137878,1798,3.001404919424004,3.7593598453608252,9.18048469405928,1
180,130000000,180496,67171,79090,4667,3.116649083394444,3.716973421428572,8.739352480114665,4
181,130000000,1995621,1023773,428979,18869,3.0003253542401422,4.896280567164179,13.930864271279033,1
182,135000000,148372,11737011,61025,1628,3.410457096887857,2.0264580871794866,6.638182627256987,4
183,132000000,512084,66033,7071,237346,3.0003253542401422,5.485693051874063,11.558036710318898,4
184,130000000,95362,941823,518,75217,2.6484623667309526,4.136542296453902,8.31884981984455,0
185,130000000,86575,119584,36656,12915,3.0206521384077205,4.668778075862068,9.33388661660594,4
186,110000000,1137776,19713,18010,782,2.661080465750875,2.5459562130750606,8.472846007574104,4
187,125000000,76667,45246,1991420,31031,3.116649083394444,4.1461176127696655,9.740465164259279,4
188,130000000,12339,50654,179954,237346,2.8991919971548663,5.485693051874063,9.094567491235454,4
189,130000000,810684,524429,1991420,3455,3.410457096887857,5.094220575949367,17.034573199659448,1
190,130000000,203923,486067,4444,38711,2.8033580723518914,2.4076378013245034,5.010491613319883,2
191,130000000,254875,941823,2169,30774,3.116649083394444,3.6766940479760115,8.397736776926548,0
192,127500000,755,5828,4957,18,3.410457096887857,2.7784161803921568,8.662417462339418,4
193,127000000,71495,102156,74705,17198,3.410457096887857,3.1567829581673306,10.188497673859386,4
194,130000000,220430,706006,136974,908,3.0003253542401422,2.476055446153846,7.737427083074008,4
195,125000000,810684,524429,1991420,6871,3.410457096887857,6.1176215155993425,17.034573199659448,1
196,130000000,61305,464358,85012,1039,2.6484623667309526,1.8574016374501991,8.04028535783538,2
197,140000000,1946081,21132,239753,5386,3.8696638324391914,2.8699307651309844,9.687743530317984,1
198,125000000,1995621,1023773,428979,18869,2.661080465750875,4.896280567164179,13.930864271279033,1
199,125000000,326640,29161,74962,36210,2.8991919971548663,3.218557658836689,15.702455320571664,1
200,103000000,77993,237151,17454,1085,3.410457096887857,6.976451217630854,11.779543615549825,4
201,110000000,65921,486067,74962,20430,2.661080465750875,2.422981018981881,9.486295185445377,4
202,125000000,619539,1426864,77606,5520,2.6484623667309526,2.8558931215189878,12.487623057713854,1
203,125000000,1517983,128008,5565,29539,2.8991919971548663,3.2809530560194324,9.025103716496004,4
204,125000000,16431,148988,51937,1081,3.8696638324391914,1.5493120334821429,11.389920555773909,0
205,65000000,743614,45649,558,15114,3.0003253542401422,1.8709654833836855,8.391429815367879,0
206,160000000,86575,183,306,4935,3.8696638324391914,2.2994111984282912,2.802584390366242,2
207,130000000,396173,37430,92076,776,2.661080465750875,1.8424659728761619,7.269389766613602,0
208,125000000,232511,36205,743611,6893,3.0206521384077205,2.4508948982035927,7.908920721867641,0
209,123000000,312124,254989,5618,36210,3.0206521384077205,3.218557658836689,8.400822439926879,4
210,125000000,13006,243139,119841,5593,2.661080465750875,3.4045147265400115,8.150701646679229,4
211,125000000,512084,2256,21530,12343,2.661080465750875,2.437678109342577,11.115130384206175,4
212,120000000,232511,170197,26132,2178,2.8033580723518914,2.559454965134707,7.591283024740496,4
213,130000000,6347,185775,1625985,1312,2.661080465750875,3.3329484567901235,8.129361522788104,4
214,120000000,3894,15333,28,13766,3.8696638324391914,3.854700968099861,17.39391565858417,4
215,110000000,120565,52641,15061,257,3.2526040886234493,1.8999369846153848,6.377295132256777,0
216,120000000,183767,137634,29927,4038,2.661080465750875,3.2482258712643683,8.952514575263809,4
217,120000000,108676,151575,40500,323154,3.001404919424004,2.0136004456140357,9.091976056293452,0
218,130000000,28881,241529,17217,148937,2.8991919971548663,2.4725255790697678,7.38561125810816,4
219,120000000,110186,22207,100405,493,3.001404919424004,1.9395975930018416,6.806915337639536,0
220,115000000,183767,58262,6867,5707,2.661080465750875,3.0997930876288664,9.859266477548902,4
221,105000000,619539,21528,35800,577,3.0003253542401422,1.61194625,8.461236838047165,0
222,120000000,37787,116256,153294,560,3.0003253542401422,2.0224080416666665,11.852657068245756,0
223,120000000,19030,49852,22406,1030,3.0003253542401422,2.881763515229404,4.9589089433539675,2
224,120000000,123081,180503,64195,1448,3.2016229754718117,1.67155314,6.771556355752004,2
225,117000000,512084,108681,6019,11017,3.001404919424004,2.928624465753425,9.537569912471014,0
226,120000000,512084,209882,16755,1495,2.8991919971548663,2.366314948275862,9.39128301830671,4
227,113000000,170997,352762,127627,255895,3.8696638324391914,9.281065473890774,11.36184908927103,1
228,120000000,170997,352762,127627,255895,3.0003253542401422,9.281065473890774,11.36184908927103,1
229,115000000,43847,15790,470,3312,3.410457096887857,4.635540886021506,11.640822356721532,4
230,120000000,486044,4216,22735,11017,3.0206521384077205,2.928624465753425,7.841057694247546,4
231,115000000,148977,171007,352784,255895,3.0003253542401422,9.281065473890774,10.968298846526796,1
232,135000000,120565,625303,464376,2922,3.0206521384077205,3.2258663526315785,8.881833534631115,4
233,97250400,1267,1948,5651,173,3.410457096887857,1.366575355988253,4.1592810611083255,0
234,115000000,120565,9431,9609,12343,2.614789438780873,2.437678109342577,3.5992308887701885,2
235,115000000,895723,181293,108483,260,2.8033580723518914,1.431323156521739,7.462847390520526,0
236,125000000,499660,16190,11137,540,3.001404919424004,2.8425123362318843,7.8495592853636476,4
237,105000000,190500,232515,28736,3455,2.8033580723518914,5.094220575949367,10.50940595562756,1
238,116000000,76296,16812,9,583,2.661080465750875,1.4847456563573884,7.972015659747424,0
239,135000000,499660,378134,16191,1068,3.001404919424004,1.965701675675676,8.284294473218946,0
240,120000000,97041,24693,172510,2606,3.0003253542401422,2.318352562962963,5.7802569355431554,0
241,110000000,71495,72,14383,17198,3.0206521384077205,3.1567829581673306,11.984225004386435,4
242,110000000,447506,128679,14383,1391,2.661080465750875,3.4257932700729925,9.487769852531278,4
243,110000000,76296,5484,11733,648,2.661080465750875,1.881450625,9.36636706358214,4
244,110000000,99464,601288,2830,5593,3.8696638324391914,3.4045147265400115,8.070268410826452,0
245,110000000,232511,706006,30986,11458,2.6484623667309526,3.4444046302931595,8.303633071350218,4
246,110000000,1137776,706006,32799,5136,2.661080465750875,2.9069972969460687,8.133593802312364,4
247,110000000,795764,688309,354659,1039,2.661080465750875,1.8574016374501991,9.556313367128775,4
248,116000000,1559943,277176,63767,140925,2.8033580723518914,2.2470871192281185,9.242442703997297,0
249,112000000,145483,5792,108483,461,3.001404919424004,2.326738305882353,8.351904326447002,0
250,120000000,96424,193017,45188,19178,3.001404919424004,2.1803774055944056,7.572942782034563,0
251,110000000,16312,154895,133540,345,2.614789438780873,3.0689095545454546,9.533202273477247,4
252,110000000,4260,110737,14931,339,3.0206521384077205,4.3268631747851005,13.284690557263579,4
253,110000000,17458,25296,26891,88,3.410457096887857,0.9450132818181818,5.644861134333273,0
254,110000000,795764,688309,8321,1039,3.0003253542401422,1.8574016374501991,7.827052967216188,0
255,110000000,486044,2670,79090,17198,2.8033580723518914,3.1567829581673306,8.48616204490208,4
256,105000000,4260,110737,10291,339,4.050290492596792,4.3268631747851005,9.712264725885364,4
257,160000000,190500,8115,52122,1108,2.661080465750875,2.750814065645514,9.3964470771792,0
258,110000000,98865,400649,345967,939,3.116649083394444,1.8355548915662647,8.300487660235826,0
259,110000000,196439,12894,10989,1080,2.661080465750875,3.2449490219780217,8.221368561108424,4
260,93000000,83145,74961,277193,111978,3.8696638324391914,5.0260191956689875,12.673849307966776,1
261,110000000,244911,11534,503,455,3.001404919424004,2.3523076274217587,4.050668878088855,2
262,107000000,941748,151547,12028,15996,2.8033580723518914,1.4892288584070796,8.128498572449692,2
263,120000000,941748,3004,19137,3534,3.0003253542401422,2.200461528409091,8.189040799015062,4
264,130000000,239724,154895,50777,148937,2.614789438780873,2.4725255790697678,8.625258599126091,0
265,133000000,110186,22207,100405,493,3.001404919424004,1.9395975930018416,6.806915337639536,4
266,105000000,4615,701,12433,1830,2.945449444017568,3.2259124505494507,7.503396104838709,0
267,108000000,183767,120039,78289,148937,3.0003253542401422,2.4725255790697678,12.017433456678427,1
268,126000000,170997,957492,10217,75217,3.116649083394444,4.136542296453902,7.803859890573754,0
269,90000000,16474,43488,40030,780,3.2016229754718117,2.037252876847291,3.917849926233514,2
270,90000000,120565,1137809,6711,333,2.661080465750875,1.7090031896551725,6.871099500054713,0
271,103000000,76667,103713,13023,148937,3.116649083394444,2.4725255790697678,7.23909662378852,4
272,102000000,512084,79476,3434,237346,2.8991919971548663,5.485693051874063,7.2384422500434145,4
273,100000000,810684,524429,1991420,6871,3.410457096887857,6.1176215155993425,17.034573199659448,1
274,150000000,179939,154895,193197,3216,2.661080465750875,2.5298021173260574,10.012079075849206,4
275,100000000,170192,30717,204648,1415364,3.116649083394444,3.3474606228686064,8.604941373292537,4
276,100000000,743614,16812,22973,107952,3.0003253542401422,7.877318836524299,9.25731318215395,4
277,80000000,246520,1946124,6711,15996,2.8033580723518914,1.4892288584070796,7.374281337134287,0
278,100000000,187283,76673,18010,148937,2.6484623667309526,2.4725255790697678,7.726590937829073,0
279,115000000,743614,109702,3963,107952,2.661080465750875,7.877318836524299,8.873896061718977,4
280,100000000,187283,182571,638,13648,2.6484623667309526,2.6033738522648084,5.874626800900586,0
281,100000000,287324,71493,64195,672,3.2016229754718117,2.1419663705882352,8.373904067617332,4
282,100000000,220430,170197,52648,4170,2.6484623667309526,2.5155972327964857,7.77126257987975,0
283,100000000,743614,15741,27626,1923,2.661080465750875,4.276624313829787,8.776786366508706,0
284,100000000,151543,45185,1559999,371002,1.9268519723984543,5.086825193089432,9.232154873337096,4
285,100000000,2051,58471,1002,405,3.410457096887857,1.3008753454545454,5.395735818416974,0
286,100000000,22654,43853,50375,105,3.0206521384077205,1.7281098900709218,7.77147048175949,0
287,100000000,240115,234438,37361,1050,2.661080465750875,2.457134545454545,7.7361481706079855,4
288,100000000,120565,46843,3614,1173,2.8991919971548663,2.7602541619537275,7.079840315231963,4
289,100000000,1006,50778,3113,9,3.410457096887857,2.49288105,7.5071802656024955,0
290,100000000,1063,6388,1990,33231,3.0206521384077205,1.3103407290322582,3.615965686127209,0
291,100000000,1023775,137865,79479,366,3.0206521384077205,3.8990630940170936,10.275569606544831,0
292,100000000,1946081,1137809,65692,822,3.2016229754718117,3.4189349901960786,7.246753458506958,0
293,100000000,743614,8401,2231,863,2.8991919971548663,1.239855657980456,6.628759929805411,0
294,100000000,1559943,10217,45252,2434,3.8696638324391914,2.6162624032258064,7.941903405274393,0
295,100000000,1559943,82606,867565,140925,3.001404919424004,2.2470871192281185,10.63042944533338,4
296,100000000,44356,29928,312150,6893,3.0206521384077205,2.4508948982035927,8.458705496421793,4
297,105000000,3050,1954,10428,15114,3.0003253542401422,1.8709654833836855,3.8125343886904757,0
298,102000000,326640,124085,6622,3565,3.0003253542401422,1.6218354394929495,8.131534073875528,0
299,80000000,121,11223,4444,217665,3.0206521384077205,2.8792992872093017,3.909726321681281,0
300,100000000,124083,8930,45652,152,2.6484623667309526,0.82102379,6.595881572765951,2
301,100000000,447506,9506,78680,8615,3.116649083394444,2.2995780982735723,7.472336240059384,0
302,140000000,107621,294,8270,1830,3.0003253542401422,3.2259124505494507,4.0296039903004015,0
303,100000000,220430,11204,26334,491,3.0003253542401422,2.5013857920353977,5.366729479847214,2
304,90000000,240115,234438,400664,3292,2.661080465750875,2.2908060444444445,9.047317458158547,0
305,105000000,3059,4921,22187,304,2.661080465750875,1.2735115333333331,4.5502000563964415,0
306,100000000,895723,6267,131193,36210,2.399797146164045,3.218557658836689,6.076654136978854,2
307,100000000,147370,5430,40738,450,3.0003253542401422,0.5015853423423423,5.853008054551423,2
308,100000000,183767,5390,10291,4038,2.661080465750875,3.2482258712643683,7.293872248328711,2
309,99000000,1832484,356,16,429,4.050290492596792,5.791123170103092,7.461609484848484,0
